,pcid,pcidname,cid,cidname,cidtype,comment_num,word_num
50,2,服装鞋包,124732001,休闲运动套装,c3id,0,0
51,2,服装鞋包,50011129,西裤,c2id,0,0
52,2,服装鞋包,121408007,领结,c3id,0,0
53,2,服装鞋包,50005065,旗袍,c3id,0,0
54,2,服装鞋包,121474003,保健环,c3id,0,0
55,2,服装鞋包,162701,婚纱,c3id,0,0
56,2,服装鞋包,50008889,乳贴,c2id,0,0
57,2,服装鞋包,50009032,腰带/皮带/腰链,c2id,0,0
58,2,服装鞋包,121400005,卡包,c2id,0,0
59,2,服装鞋包,50011744,帆布鞋,c2id,0,0
60,2,服装鞋包,50008903,学生校服,c3id,0,0
61,2,服装鞋包,50011746,拖鞋,c2id,0,0
62,2,服装鞋包,50012010,女士包袋,c2id,0,0
63,2,服装鞋包,50008886,睡衣上装,c2id,0,0
64,2,服装鞋包,50010402,Polo衫,c2id,0,0
65,2,服装鞋包,50012786,插片/胸垫,c2id,0,0
66,2,服装鞋包,162103,毛衣,c2id,0,0
67,2,服装鞋包,50010410,手套,c2id,0,0
68,2,服装鞋包,50008885,保暖上装,c2id,0,0
69,2,服装鞋包,50009048,鞋垫,c4id,0,0
70,2,服装鞋包,50011042,包挂件,c4id,0,0
71,2,服装鞋包,50012773,睡袍/浴袍,c2id,0,0
72,2,服装鞋包,50012027,低帮鞋,c2id,0,0
73,2,服装鞋包,50012032,凉鞋,c2id,0,0
74,2,服装鞋包,50012033,拖鞋,c2id,0,0
75,2,服装鞋包,50012042,帆布鞋,c2id,0,0
76,2,服装鞋包,50012047,雨鞋,c2id,0,0
77,2,服装鞋包,50012776,塑身分体套装,c2id,0,0
78,2,服装鞋包,50008897,西装,c2id,0,0
79,2,服装鞋包,50009040,布面料,c3id,0,0
80,2,服装鞋包,50012777,保暖裤,c2id,0,0
81,2,服装鞋包,50012778,保暖套装,c2id,0,0
82,2,服装鞋包,50012781,塑身连体衣,c2id,0,0
83,2,服装鞋包,50012787,搭扣,c2id,0,0
84,2,服装鞋包,50012908,雨鞋,c2id,0,0
85,2,服装鞋包,50025883,毛呢大衣,c2id,0,0
86,2,服装鞋包,50025884,羽绒裤,c2id,0,0
87,2,服装鞋包,50026617,箱包相关配件,c2id,0,0
88,2,服装鞋包,50026651,棉裤/羽绒裤,c3id,0,0
89,2,服装鞋包,50050199,旅行袋,c2id,0,0
90,2,服装鞋包,50011412,酒店工作制服,c3id,0,0
91,2,服装鞋包,50011127,皮裤,c2id,0,0
92,2,服装鞋包,50013194,毛呢外套,c2id,0,0
93,2,服装鞋包,1623,半身裙,c2id,0,0
94,2,服装鞋包,50000852,中老年女装,c2id,0,0
95,2,服装鞋包,50010160,西服,c2id,0,0
96,2,服装鞋包,50000557,针织衫/毛衣,c2id,0,0
97,2,服装鞋包,50011161,皮衣,c2id,0,0
98,2,服装鞋包,50010158,夹克,c2id,0,0
99,2,服装鞋包,50010159,卫衣,c2id,0,0
100,2,服装鞋包,50010167,牛仔裤,c2id,0,0
101,2,服装鞋包,162104,衬衫,c2id,0,0
102,2,服装鞋包,162205,牛仔裤,c2id,0,0
103,2,服装鞋包,50000436,T恤,c2id,0,0
104,2,服装鞋包,50000671,T恤,c2id,0,0
105,2,服装鞋包,50009037,耳套,c2id,0,0
106,2,服装鞋包,50011745,凉鞋,c2id,0,0
107,2,服装鞋包,121400006,卡套,c2id,0,0
108,2,服装鞋包,50012028,靴子,c2id,0,0
109,2,服装鞋包,50012906,低帮鞋,c2id,0,0
110,2,服装鞋包,50012907,高帮鞋,c2id,0,0
111,2,服装鞋包,50012766,睡裤/家居裤,c2id,0,0
112,2,服装鞋包,50012775,塑身腰封/腰夹,c2id,0,0
113,2,服装鞋包,302910,帽子,c2id,0,0
114,2,服装鞋包,50022566,西装裤/正装裤,c3id,0,0
115,2,服装鞋包,121462008,指环,c3id,0,0
116,2,服装鞋包,121484003,领针,c3id,0,0
117,2,服装鞋包,162702,礼服/晚装,c3id,0,0
118,2,服装鞋包,50005867,工装制服,c3id,0,0
119,2,服装鞋包,50009036,皮带扣,c3id,0,0
120,2,服装鞋包,50009039,毛线,c3id,0,0
121,2,服装鞋包,50009041,皇冠配饰,c3id,0,0
122,2,服装鞋包,50009579,二件套,c3id,0,0
123,2,服装鞋包,50009581,多件套,c3id,0,0
124,2,服装鞋包,50009580,三件套,c3id,0,0
125,2,服装鞋包,50009050,拎环,c4id,0,0
126,2,服装鞋包,50009051,包带,c4id,0,0
127,2,服装鞋包,50011036,前掌垫,c4id,0,0
128,2,服装鞋包,50011038,防滑贴,c4id,0,0
129,2,服装鞋包,50011039,后跟贴,c4id,0,0
130,2,服装鞋包,50011040,鞋撑,c4id,0,0
131,2,服装鞋包,50011043,鞋扣,c4id,0,0
132,2,服装鞋包,50009052,其他,c4id,0,0
133,2,服装鞋包,50011037,增高垫,c4id,0,0
134,2,服装鞋包,50011041,钥匙扣,c4id,0,0
135,2,服装鞋包,121366010,口袋巾,c2id,0,0
136,2,服装鞋包,50001248,领带夹,c2id,0,0
137,2,服装鞋包,50001748,民族服装,c2id,0,0
138,2,服装鞋包,50003509,上衣,c4id,0,0
139,2,服装鞋包,50003510,裤子,c4id,0,0
140,2,服装鞋包,50003511,裙子,c4id,0,0
141,2,服装鞋包,50003811,头纱,c3id,0,0
142,2,服装鞋包,50003812,婚纱裙撑,c3id,0,0
143,2,服装鞋包,50007068,打底裤,c3id,0,0
144,2,服装鞋包,121368002,证件包,c2id,0,0
145,2,服装鞋包,121384005,手机包,c2id,0,0
146,2,服装鞋包,121392003,钥匙包,c2id,0,0
147,2,服装鞋包,121412004,背心吊带,c2id,0,0
148,2,服装鞋包,121420004,假领,c3id,0,0
149,2,服装鞋包,123216004,时尚套装,c3id,0,0
150,2,服装鞋包,124688002,其他套装,c3id,0,0
151,2,服装鞋包,121476004,领带,c3id,0,0
152,2,服装鞋包,122654005,男士包袋,c2id,0,0
153,2,服装鞋包,122690003,双肩背包,c2id,0,0
154,2,服装鞋包,162116,蕾丝衫/雪纺衫,c2id,0,0
155,2,服装鞋包,162403,其它制服/套装,c3id,0,0
156,2,服装鞋包,302909,袖扣,c2id,0,0
