,itemid,comment_id,comment_all,comment_date
76,10050303289,303780647068,发生了一系列的问题，但是客服很耐心的帮我解决了，还多发了一个型号不一样带过滤的搅拌杯给我，东西都很好，我强烈推荐买带过滤器的！,20170312
77,10050303289,280084478172,总体还是好的，就是有点胶臭,20160723
78,10050303289,302595056206,给妈妈买的，有时候绞肉啊，咋果汁都可以，蛮方便,20170228
79,10050303289,277198942192,物流速度快，看起来还不错的样子，试试看好不好用,20160623
80,10050303289,274467252005,用的时候有味道一股烧焦的味道,20160526
81,10050303289,277190100728,很好，,20160623
82,10050303289,279758969209,还不错，感觉挺实用的，孩子再也不用喝外面的花花绿绿的饮料了，不好意思，忘了收货了，今天再给妹妹家买一个,20160722
83,10050303289,272954696673,还可以,20160513
84,10050303289,269140821261,宝贝很好，拿到后做了肉泥，宝宝辅食用应该很不错！,20160404
85,10050303289,278307503225,"机子不错,拿回来就打了杯奶昔，味道超冰爽，其它的还没用/希望也好用吧，五星好评",20160706
86,10050303289,275563324624,宝贝非常的不错！下次还买! 卖家发货及时，服务态度非常棒！,20160609
87,10050303289,278826000412,第一次帮人买，今次也是帮人买，据反映，很好用。,20160708
88,10050303289,277225010883,不知道好用不，以后追评。,20160626
89,10050303289,276164320264,看起来还不错，还没试,20160610
90,10050303289,275861096048,刚到，还没开始用，看起来还可以，希望不要那么容易坏吧?,20160610
91,10050303289,309070150972,先好评吧 帮别人买的 不知道质量怎么样,20170430
92,10050303289,276730967449,价格很实惠，功能算是全面，但是打肉确实真的不大好打，清理起来也麻烦，会粘肉在里面，试打到新鲜辣椒蒜，果汁，饺子肉，有限定时间的，超过时间会自己断电，过几分钟之后才能重新使用，搅拌的时候会有点臭胶味，有燥音，还好底盘有固定的小吸盘，还不错！辛苦店家把关了，谢谢！,20160617
93,10050303289,280267906533,还不错，第二次买了，服务态度很好,20160726
94,10050303289,287292107677,买来给病人打果汁喝的，用了几次表示很满意～,20161007
95,10050303289,276797604476,还行吧，这价钱可以了,20160618
96,10050303289,276215327620,声音超大，磨粉不行,20160615
97,10050303289,273460248902,收货挺快的，包装也很好，马上试试，挺好咯！好评！,20160518
98,10050303289,274467252005,用的时候有味道一股烧焦的味道,20160526
99,10050303289,282596560569,不错，价格很便宜，很像正品。,20160818
100,10050303289,276922935683,好用，就是噪音大了点，呵呵，质量还是很好的,20160620
101,10050303289,283714384471,现在用着好有力，久了就不知，全5星,20160830
102,10050303289,301156244491,好评五星,20170211
103,10050303289,273460248902,收货挺快的，包装也很好，马上试试，挺好咯！好评！,20160518
104,10050303289,270347512321,五星哦！看到的东西跟图片上的一样，很棒(⊙o⊙)物流也很快,20160416
105,10050303289,281832137621,描述的不全面，规格不清楚，本来要用来打豆浆的，太小了只能打果汁了。,20160808
106,10050303289,276843432519,很方便实用，宝宝可开心了。。,20160620
107,10050303289,279010931340,打的还是很快的，,20160709
108,10050303289,277627977636,好,20160625
109,10050303289,280755010106,帮朋友买的第三个了，质量不错，很实用,20160731
110,10050303289,284755509783,不错,20160912
111,10050303289,276556112400,噪音有点大，其他还好,20160614
112,10050303289,277627977636,好,20160625
113,10050303289,285289187054,质量很好,20160919
114,10050303289,273407662314,真的很不错，打出来的东东很好喝，虽然打的不是很细，可是喝起来也不错，很喜欢，,20160516
115,10050303289,310187100786,可以,20170512
116,10050303289,278053222730,不知道，没用过，贵了,20160629
117,10050303289,276922935683,好用，就是噪音大了点，呵呵，质量还是很好的,20160620
118,10050303289,277074953416,大爱,20160624
119,10050303289,279821866298,用一次就坏了,20160718
120,10050303289,279010931340,打的还是很快的，,20160709
121,10050303289,273795517990,东西很不错，和卖家说的一样。,20160520
122,10050303289,302063979888,好好好好好,20170225
123,10050303289,276295165451,没用但是看上去还是挺不错的！等用了再来追加评论！,20160612
124,10050303289,285226586549,很好用，还很便宜，,20160915
125,10050303289,292312123212,好的,20161118
126,10050303289,272500569218,非常好！,20160510
127,10050303289,276934015349,东西收到了，打了牛奶苹果汁，磨了芝麻粉，不错，很好！主要为了以后宝宝辅食，希望以后不会出现问题哦！,20160621
128,10050303289,276152706533,九阳九阳的确不让,20160614
129,10050303289,292274166332,还可以,20161119
130,10050303289,266383167241,宝贝非常正规，有发票，有保修卡，还送了一套赠品~,20160307
131,10050303289,266638646412,包装很严实，还送了刀具套装，谢谢店主，用后再追评,20160304
132,10050303289,280267906533,还不错，第二次买了，服务态度很好,20160726
133,10050303289,305063844720,还没用，用完了再来追评！,20170325
134,10050303289,303613175039,还没用，用了再来追评吧,20170310
135,10050303289,276266267620,挺好的,20160614
136,10050303289,301156244491,好评五星,20170211
137,10050303289,279758969209,还不错，感觉挺实用的，孩子再也不用喝外面的花花绿绿的饮料了，不好意思，忘了收货了，今天再给妹妹家买一个,20160722
138,10050303289,277905369656,声音大了一点，但很好用。,20160627
139,10050303289,302539853792,暂时用着还好 会追加的。,20170301
140,10050303289,271647475082,此用户没有填写评论!,20160502
141,10050303289,276789939346,用了两次，感觉很好。孩子很喜欢。每天都嚷着榨汁,20160616
142,10050303289,276789939346,用了两次，感觉很好。孩子很喜欢。每天都嚷着榨汁,20160616
143,10050303289,273119630476,买了这款心情不好，1榨果汁时转速达不到，搅拌无力，果肉不烂，2产品参数里写的调速是二个挡，实际就一个挡。3赠送的去皮刀没有刀刃不能用。而且售后态度不好，这款只能做奶昔和加了水的果汁，希望想买的人们要好好考虑再说。,20160514
144,10050303289,269237860902,东西还行  只是没有多余单独刀头卖  如果刀片不快了  就作废了吧 个人理解是一次性的,20160405
145,10050303289,273732944499,满意,20160518
146,10050303289,277198942192,物流速度快，看起来还不错的样子，试试看好不好用,20160623
147,10050303289,275099915943,声音太大但打得还行吧,20160603
148,10050303289,277517903345,实用,20160627
149,10050303289,277693996342,应急用的，百来块，很实惠！对榨汁研磨要求不高的可以买！,20160629
150,10050303289,298289024453,此用户没有填写评论!,20170106
151,10050303289,276434725720,挺好的，不错哦,20160616
152,10050303289,302375122545,一贯好评习惯了，本来是想退的，又嫌麻烦，实物和图片不符，真是佩服卖家了。,20170228
153,10050303289,277409559706,宝贝挺好的。,20160625
154,10050303289,276934302665,千挑万选的选了这款真的是没有让我失望！买回来就给宝宝打了桃子！真的打的很细腻！就是声音有一点点小大！不过也能接受！,20160621
155,10050303289,308597269334,还不错，就是连续转几十秒后，有一股淡淡的塑料味。,20170427
156,10050303289,304338810839,此用户没有填写评论!,20170317
157,10050303289,277693996342,应急用的，百来块，很实惠！对榨汁研磨要求不高的可以买！,20160629
158,10050303289,274563940407,不错哦,20160527
159,10050303289,279290112383,一个礼拜买了两个，好用，好评,20160712
160,10050303289,275775743322,收到了，已经使用，很好，就是声音大了点。夏天到了，可以自己弄芒果冰沙喝了,20160610
161,10050303289,273795517990,东西很不错，和卖家说的一样。,20160520
162,10050303289,276934015349,东西收到了，打了牛奶苹果汁，磨了芝麻粉，不错，很好！主要为了以后宝宝辅食，希望以后不会出现问题哦！,20160621
163,10050303289,280592910245,还不错,20160728
164,10050303289,276260913266,给家里买的，昨天拿到东西试用了，都挺好，唯一不足就是声音太大,20160613
165,10050303289,273580181472,挺好的,20160519
166,10050303289,276797604476,还行吧，这价钱可以了,20160618
167,10050303289,272993059634,很不错质量好还有质保发票,20160511
168,10050303289,276674889856,不错很好用，磨出来的也不错,20160615
169,10050303289,277063086118,看起来挺满意的。,20160621
170,10050303289,276330410799,帮朋友买的，除了声音有点大外，其他都还好。,20160614
171,10050303289,268181610004,还不错，给宝宝打辅食用,20160322
172,10050303289,267843040836,不错,20160319
173,10050303289,276213965613,宝贝收到，包装不错，还没用用后追评，客服服务热情,20160612
174,10050303289,278053222730,不知道，没用过，贵了,20160629
175,10050303289,268539019437,谢谢,20160329
176,10050303289,308597269334,还不错，就是连续转几十秒后，有一股淡淡的塑料味。,20170427
177,10050303289,302595056206,给妈妈买的，有时候绞肉啊，咋果汁都可以，蛮方便,20170228
178,10050303289,273346945354,很好，很喜欢。而且声音也不大，总算淘到宝了,20160516
179,10050303289,276665868912,挺好的,20160615
180,10050303289,301513531714,昨天收到，刚刚用了一次，除了声音大了点，其他方面感觉还不错的，好评一下吧。,20170218
181,10050303289,276462490374,第二次买好用,20160614
182,10050303289,266383167241,宝贝非常正规，有发票，有保修卡，还送了一套赠品~,20160307
183,10050303289,276426418538,送朋友的礼物，她表示很好用,20160616
184,10050303289,279290112383,一个礼拜买了两个，好用，好评,20160712
185,10050303289,267843040836,不错,20160319
186,10050303289,276909601034,还可以吧，帮朋友买的。,20160619
187,10050303289,277426208340,应该还好吧，帮老妈同事买的。,20160623
188,10050303289,276408870504,做工差，声音大，失望！,20160613
189,10050303289,266638646412,包装很严实，还送了刀具套装，谢谢店主，用后再追评,20160304
190,10050303289,283933866197,好,20160901
191,10050303289,276408870504,做工差，声音大，失望！,20160613
192,10050303289,267606288062,可以,20160315
193,10050303289,276509565391,打了个梨汁，榨汁机还不错，可是不太会用出来就是糊糊啊,20160614
194,10050303289,275861096048,刚到，还没开始用，看起来还可以，希望不要那么容易坏吧?,20160610
195,10050303289,280755010106,帮朋友买的第三个了，质量不错，很实用,20160731
196,10050303289,276484644357,宝贝很好奥，妈妈很喜欢，卖家还送了赠品，谢谢奥，以后还会再来的,20160615
197,10050303289,277631188502,，习惯好评,20160627
198,10050303289,305174213236,不太满意和超市比稍贵点,20170326
199,10050303289,288464639636,用着很不错。注意水的温度就行。 卖家服务还可以。,20161019
200,10050303289,291121841326,物流很快,20161109
201,10050303289,303780647068,发生了一系列的问题，但是客服很耐心的帮我解决了，还多发了一个型号不一样带过滤的搅拌杯给我，东西都很好，我强烈推荐买带过滤器的！,20170312
202,10050303289,276822653130,用着不错,20160617
203,10050303289,276215327620,声音超大，磨粉不行,20160615
204,10050303289,281832137621,描述的不全面，规格不清楚，本来要用来打豆浆的，太小了只能打果汁了。,20160808
205,10050303289,293372373704,好用,20161127
206,10050303289,276295165451,没用但是看上去还是挺不错的！等用了再来追加评论！,20160612
207,10050303289,281358759698,好用，买了几个了，好评,20160805
208,10050303289,277074953416,大爱,20160624
209,10050303289,274170933354,声音有点大，不过外观好看，使用方便。给个赞,20160525
210,10050303289,283517157101,昨晚宝贝就到了 今天早上 迫不及待拿来用  真的不错不错,20160830
211,10050303289,267883092577,挺好！用了感觉不错！,20160321
212,10050303289,280084478172,总体还是好的，就是有点胶臭,20160723
213,10050303289,277514291556,买来就用上啦！很好用。,20160624
214,10050303289,281228029543,用了两次感觉还不错，性价比高,20160803
215,10050303289,275973528944,给好评。到的快。用了一下，挺好使。噪音可接受。送的东西也齐了。满意。,20160612
216,10050303289,276475792933,非常的好，和实物一样，昨天榨果汁，女儿很喜欢，是正品，里面各种手续很齐全,20160615
217,10050303289,281358759698,好用，买了几个了，好评,20160805
218,10050303289,278542191554,挺好的,20160708
219,10050303289,302375122545,一贯好评习惯了，本来是想退的，又嫌麻烦，实物和图片不符，真是佩服卖家了。,20170228
220,10050303289,277514291556,买来就用上啦！很好用。,20160624
221,10050303289,290212925423,香蕉奶昔,20161101
222,10050303289,277099652972,东西挺好的，就是不太会做，慢慢学吧,20160622
223,10050303289,290212925423,香蕉奶昔,20161101
224,10050303289,276556112400,噪音有点大，其他还好,20160614
225,10050303289,270347512321,五星哦！看到的东西跟图片上的一样，很棒(⊙o⊙)物流也很快,20160416
226,10050303289,308597269334,还不错，就是连续转几十秒后，有一股淡淡的塑料味。,20170427
227,10050303289,272993059634,很不错质量好还有质保发票,20160511
228,10050303289,305036118158,虽然罐子有点瑕疵，售后的星星服务还是不错的，又给我重新发了个,20170325
229,10050303289,285289187054,质量很好,20160919
230,10050303289,284755509783,不错,20160912
231,10050303289,272500569218,非常好！,20160510
232,10050303289,282713605000,差评  一点度不好用 噪音太大了,20160821
233,10050303289,273119630476,买了这款心情不好，1榨果汁时转速达不到，搅拌无力，果肉不烂，2产品参数里写的调速是二个挡，实际就一个挡。3赠送的去皮刀没有刀刃不能用。而且售后态度不好，这款只能做奶昔和加了水的果汁，希望想买的人们要好好考虑再说。,20160514
234,10050303289,305063844720,还没用，用完了再来追评！,20170325
235,10050303289,276299390074,真的很不错，打出来的东东很好喝，虽然打的不是很细，可是喝起来也不错，很喜欢1111,20160613
236,10050303289,278826000412,第一次帮人买，今次也是帮人买，据反映，很好用。,20160708
237,10050303289,269237860902,东西还行  只是没有多馀单独刀头卖  如果刀片不快了  就作废了吧 个人理解是一次性的,20160405
238,10050303289,277631188502,，习惯好评,20160627
239,10050303289,272954696673,还可以,20160513
240,10050303289,291121841326,物流很快,20161109
241,10050303289,276434725720,挺好的，不错哦,20160616
242,10050303289,274563940407,不错哦,20160527
243,10050303289,310187100786,可以,20170512
244,10050303289,293372373704,好用,20161127
245,10050303289,276266267620,挺好的,20160614
246,10050303289,273580181472,挺好的,20160519
247,10050303289,275911060842,特别好用，方便，很成功的一次购物，下次还来光顾,20160611
248,10050303289,275099915943,声音太大但打得还行吧,20160603
249,10050303289,276164320264,看起来还不错，还没试,20160610
250,10050303289,298289024453,此用户没有填写评论!,20170106
251,10050303289,288351663088,真心挺实用的，就声音有点大,20161017
252,10050303289,269132091320,质量不错?，噪音略大。习惯了好评?,20160403
253,10050303289,277064816507,各方面都可以，就是电源线短了点，谢谢赠品。,20160620
254,10050303289,283933866197,好,20160901
255,10050303289,283517157101,昨晚宝贝就到了 今天早上 迫不及待拿来用  真的不错不错,20160830
256,10050303289,278542191554,挺好的,20160708
257,10050303289,275976111489,还不错，但磨粉不行，做奶昔什么没问题,20160613
258,10050303289,276843432519,很方便实用，宝宝可开心了。。,20160620
259,10050303289,282451218782,好,20160819
260,10050303289,276330410799,帮朋友买的，除了声音有点大外，其他都还好。,20160614
261,10050303289,279212024419,正品，物超所值，包装好、物流快,20160714
262,10050303289,288464639636,用着很不错。注意水的温度就行。 卖家服务还可以。,20161019
263,10050303289,275911060842,特别好用，方便，很成功的一次购物，下次还来光顾,20160611
264,10050303289,278029904438,东西挺好的，包装也很好，回来没有破损，但是要把水果切的很小才会工作，有点麻烦。,20160630
265,10066117798,248120900934,东西不错，就是声音大，不过无所谓。。,20150805
266,10066117798,244728759423,很好，跟描述一样！质量可以,20150621
267,10066117798,240408300824,看着还不错，挺小巧的，还没用,20150428
268,10066117798,248120900934,东西不错，就是声音大，不过无所谓。。,20150805
269,10066117798,244728759423,很好，跟描述一样！质量可以,20150621
270,10066117798,240408300824,看着还不错，挺小巧的，还没用,20150428
271,10185435522,1033849861984,金属的品质感很棒,20190127
272,10191639712,263240654403,还没有用，感觉不错！,20160117
273,10191639712,251392676911,超级好用又便宜 操作简单,20150915
274,10191639712,250182128786,物流好快啊，我已经第三次买了，这次是帮同事买的好用噢,20150830
275,10191639712,249141099502,<b></b>此<b></b>用<b></b>户<b></b>没<b></b>有<b></b>填<b></b>写<b></b>评<b></b>论<b></b>!<b></b>,20150807
276,10191639712,249141099502,<b></b>此<b></b>用<b></b>户<b></b>没<b></b>有<b></b>填<b></b>写<b></b>评<b></b>论<b></b>!<b></b>,20150807
277,10191639712,250456372024,一如既往的好。,20150902
278,10191639712,265501818796,原本想用了再收货，可是实在太忙没时间，下回再追平,20160219
279,10191639712,251581036302,还是那么好用,20150919
280,10191639712,265501818796,原本想用了再收货，可是实在太忙没时间，下回再追平,20160219
281,10191639712,265774641698,中国邮政太差劲啦,20160226
282,10191639712,260227553410,帮朋友买的，应该不错吧！,20151215
283,10191639712,260339832699,买了三个了，用起来很方便，操作简单，就是声音有点大。,20151217
284,10191639712,260815275402,不错,20151221
285,10191639712,250456372024,一如既往的好。,20150902
286,10191639712,250833961897,不用多说！实际行动证明一切！,20150906
287,10191639712,249031988681,很好 第二次买了 又给家人买了一个,20150816
288,10191639712,250833961897,不用多说！实际行动证明一切！,20150906
289,10191639712,249031988681,很好 第二次买了 又给家人买了一个,20150816
290,10191639712,265774641698,中国邮政太差劲啦,20160226
291,10191639712,250182128786,物流好快啊，我已经第三次买了，这次是帮同事买的好用噢,20150830
292,10191639712,248916629038,买了好多次了，挺好用的,20150816
293,10191639712,248916629038,买了好多次了，挺好用的,20150816
294,10191639712,260227553410,帮朋友买的，应该不错吧！,20151215
295,10191639712,249009437809,东东刚收到，用后在评价,20150815
296,10191639712,248940591036,第二次买，质量不错。,20150817
297,10191639712,248339005260,第二次购买了 很不错 方便 除了声音有点大,20150806
298,10191639712,260815275402,不错,20151221
299,10191639712,252334228147,用着方便，噪音有点大，给好评，物有所值。,20150925
300,10191639712,260339832699,买了三个了，用起来很方便，操作简单，就是声音有点大。,20151217
301,10191639712,252334228147,用着方便，噪音有点大，给好评，物有所值。,20150925
302,10191639712,250657802299,亲戚朋友这是第七台了。,20150905
303,10191639712,248339005260,第二次购买了 很不错 方便 除了声音有点大,20150806
304,10191639712,251392676911,超级好用又便宜 操作简单,20150915
305,10191639712,251581036302,还是那么好用,20150919
306,10191639712,263240654403,还没有用，感觉不错！,20160117
307,10191639712,249009437809,东东刚收到，用后在评价,20150815
308,10191639712,265576363347,还不错,20160222
309,10191639712,265576363347,还不错,20160222
310,10191639712,250657802299,亲戚朋友这是第七台了。,20150905
311,10191639712,248940591036,第二次买，质量不错。,20150817
312,10217117134,1007172020503,"评价方未及时做出评价,系统默认好评!",20180618
313,10217117134,1012815940400,此用户没有填写评价。,20180808
314,10217117134,307633342927,"评价方未及时做出评价,系统默认好评!",20170418
315,10217117134,1014657614467,"评价方未及时做出评价,系统默认好评!",20180824
316,10217117134,1005909577872,是正品 服务特别好 感动极了。机子超级好用，榨果汁不浪费。细腻无渣。非常赞。,20180607
317,10217117134,1019707531691,"评价方未及时做出评价,系统默认好评!",20181007
318,10217117134,344546535538,机子很好，每天使用中。打出来的东西口感很细腻，杯子比较好清洗,20180330
319,10217117134,1016568804064,"评价方未及时做出评价,系统默认好评!",20180911
320,10217117134,1019707531691,"评价方未及时做出评价,系统默认好评!",20181007
321,10217117134,340651063056,很好用，还有食谱，发货快，食物打的非常细滑，很满意！,20180210
322,10217117134,1004575608034,此用户没有填写评价。,20180528
323,10217117134,304112782234,这是我在这里买的第二台机器了，送给父母，希望老人家永远健康。店主服务非常周到，货真价实值得购买！,20170315
324,10217117134,1015642576082,"评价方未及时做出评价,系统默认好评!",20180903
325,10217117134,302221392074,回头客推荐的，老板人很热情的讲解，还有好多礼品！很感动！,20170224
326,10217117134,311803290540,"评价方未及时做出评价,系统默认好评!",20170525
327,10217117134,344546535538,机子很好，每天使用中。打出来的东西口感很细腻，杯子比较好清洗,20180330
328,10217117134,345757467840,此用户没有填写评价。,20180409
329,10217117134,308026705069,"用了几次了, 好用, 方便",20170421
330,10217117134,319136201364,机器跟给力，打的料理跟细，又健康营养，表现太棒了！炎热的夏天来杯冰镇饮料，爽啊?,20170803
331,10217117134,319885117665,"评价方未及时做出评价,系统默认好评!",20170809
332,10217117134,341576431607,正在使用中。,20180226
333,10217117134,1012422473943,"评价方未及时做出评价,系统默认好评!",20180804
334,10217117134,302221392074,回头客推荐的，老板人很热情的讲解，还有好多礼品！很感动！,20170224
335,10217117134,308837656026,机器很好 赠品也真不少 客服耐心亲切 谢谢。,20170429
336,10217117134,307633342927,"评价方未及时做出评价,系统默认好评!",20170418
337,10217117134,1012927706395,"评价方未及时做出评价,系统默认好评!",20180808
338,10217117134,1012815940400,此用户没有填写评价。,20180808
339,10217117134,312088746400,"评价方未及时做出评价,系统默认好评!",20170527
340,10217117134,342474910016,刚刚收到货，还没开始用，期待效果,20180310
341,10217117134,330161276524,双11收到的第一单 特别棒～打了果汁和奶昔超细腻 慢慢琢磨,20171113
342,10217117134,1010946868541,"评价方未及时做出评价,系统默认好评!",20180722
343,10217117134,1028451455410,"评价方未及时做出评价,系统默认好评!",20181213
344,10217117134,1017215147277,"评价方未及时做出评价,系统默认好评!",20180915
345,10217117134,345776648600,"评价方未及时做出评价,系统默认好评!",20180409
346,10217117134,308026705069,"用了几次了, 好用, 方便",20170421
347,10217117134,301195556396,生活中必不可少的你 正品行货保修卡值得拥有,20170212
348,10217117134,330161276524,双11收到的第一单 特别棒～打了果汁和奶昔超细腻 慢慢琢磨,20171113
349,10217117134,340651063056,很好用，还有食谱，发货快，食物打的非常细滑，很满意！,20180210
350,10217117134,1008468205569,"评价方未及时做出评价,系统默认好评!",20180629
351,10217117134,330121669056,挺好用的，之前有买， 这次是帮朋友买的,20171113
352,10217117134,1017215147277,"评价方未及时做出评价,系统默认好评!",20180915
353,10217117134,301195556396,生活中必不可少的你 正品行货保修卡值得拥有,20170212
354,10217117134,1014998748863,此用户没有填写评价。,20180828
355,10217117134,319011402617,第二次购买，不错，好东西，值得拥有,20170801
356,10217117134,335044989890,已经是买了第二台了，一台娘家，一台婆家，为了全家的健康，还是值得的,20171221
357,10217117134,316720824835,用了几天来评价，果然是一分钱一分货，打出来的特别细腻，几种水果搭配起来一起打，更加有营养。口感不错，以后还会推荐朋友来买的。,20170710
358,10217117134,1008468205569,"评价方未及时做出评价,系统默认好评!",20180629
